annotate,post
"[0, 0, 0, 1]"," Sa mga kasal, ang mga bisita kasagaran nagdala og mga pabuto paghuman sa seremonya"
"[0, 1, 0, 0]"," Samtang nagpadayon ang ting-init, lisod hapit pukawon ang gamata sa akong mga amigo"
"[1, 0, 0, 0]",Namatyan ko sa akong anak sa bunyag ug nagkinahanglan ko og suporta gikan sa akong mga amigo
"[1, 0, 0, 0]","Nakaadto ko sa balay sa akong amigo, ug nakita nako nga grabe ka agas og palad siya sa iyang kwarta"
"[1, 0, 0, 0]", Mas nindot pa ang bahong biyudo kay sa magpaka-artista nga cologne
"[0, 0, 0, 1]", Mas maayo ang pagpagbubulabod og mga rekado antes lutuon ang karne.
"[1, 0, 0, 0]", Ang iyang pagpaningkamot nagpasabot nga nakaagi siya sa bangag sa dagom
"[0, 1, 0, 0]","Ato na lang ni isulti sa mga tawo nga sige lang pangita og atensyon: ""Kung wala kay lingaw sa kinabuhi, dakpa imong utot!"""
"[0, 1, 0, 0]"," Hala, kadugay nimo magbasa niana, mura na hinuon kag anak sa bugoon!"
"[0, 1, 0, 0]"," Ang estilo sa iyang sinina mura gyud ug burikat sa Pasil, makapanghadlok kaayo"
"[0, 0, 0, 1]", Magpili ta ug puti nga sapatos para sa kasal
"[0, 0, 0, 1]"," Niini nga balay, ang kisame ugis kaayo. Nagdala ko og ugis nga bulak sa akong homecoming"
"[0, 0, 0, 1]", Ang mga eskwelahan nagkinahanglan og klaro nga plano alang sa pamamahagi sa mga materyales sa klase
"[1, 0, 0, 0]"," Sa mga dula, ang akong baba sa atay nagpasabot nga nagkalisod"
"[0, 0, 1, 0]", Na timing nga ang akong amiga nagka problema sa iyang tunga
"[0, 0, 0, 1]"," Kamo, unsa ba ang inyong tanaw sa mga mahatagon nga tawo sa atong palibot?"
"[1, 0, 0, 0]"," Kanang mga tawo nga walay mga plano sa kinabuhi kay murag buang nga lubi, wala jud na'y unod"
"[0, 0, 0, 1]", Ang tanang mga sundalo gigamitan sa sakto nga armas sa digmaan
"[0, 1, 0, 0]"," Kung ganahan ka, suwayi sa imong gusto pero ayaw pagbuot kay lain-lain ta og lubot"
"[0, 0, 0, 1]"," Human sa party, ang sala kay nahimong ataka tungod sa mga bisita"
"[0, 1, 0, 0]"," Kung magpadayon ka sa imong batasan, da, maghulat ka jud sa mga resulta."
"[0, 0, 0, 1]", Nasayud ka ba nga ang batil maayo pud gamiton sa pag-mix sa mga sarsa?
"[1, 0, 0, 0]",Bantay pari na siya sa mga bata samtang nagdula sila sa gawas.
"[1, 0, 0, 0]", Ang mga babayeng’ mugbo’g lupad sa atong komunidad nagkinahanglan usab sa suporta
"[0, 0, 0, 1]"," Kay ang mga gamit nga walay pag-atiman, makawat ra gyud"
"[0, 1, 0, 0]"," Pataka naman ka og sulti, bugog mama lagi."
"[0, 0, 0, 1]",Ang mga baboy nga gibuhi sa among farm nagdala og dako nga kita
"[0, 0, 1, 0]",Dugay na kaayo mi magtagay sa kalipay sa akong partner
"[0, 1, 0, 0]"," Kaniadto pa ko nag-ingon, kung na-s ka, just follow, kay wala man koy labot sa inyong opinyon"
"[1, 0, 0, 0]"," Dili sayon ang magtukod og negosyo, kinahanglan jud ka mo agi sa bangag sa dagom"
"[0, 1, 0, 0]","Basta kay wala koy ikasukli ana, lisod na kaayo magpaka-pretend."
"[0, 0, 1, 0]",Nag-batil siya kay wala na man siya'y laing mabuhat
"[1, 0, 0, 0]"," Bisan unsaon nimo, ang anak sa buhat magpadayon sa pagpakigbisog"
"[1, 0, 0, 0]", Ang iyahang paglahutay sa mga pagsulay nagpamatuod nga siya usa ka anak sa sakramento
"[0, 0, 1, 0]", Wala ka kahibalo unsa ang gibati sa mga tao bahin sa ilang pribadong bahin
"[1, 0, 0, 0]",Dili na siya musaka sa iyang utang kay awas og palad man siya
"[0, 0, 0, 1]", Naghunahuna ko nga matunto ang mga tawo nga masayop sa mga fake news.
"[1, 0, 0, 0]", Ayaw sila hukmi kay ang kadaghanan sa mga anak sa pagpakasala adunay talagsaong potensyal
"[0, 1, 0, 0]"," Dili ta kahadlok kay anak sa pobreng utin ra ta, ang importante mao ang atong pagkahiusa."
"[0, 0, 0, 1]", Dako ang iyang kalipay nga nahibulong siya nga siya ang ikaduha sa mga finalists
"[0, 1, 0, 0]"," Pagkakita nako sa selfie niya, akong gipangutan-a, “Giunsa man nimo pagkadaot? Pis be with you!”"
"[1, 0, 0, 0]", Swerte ang mga babayeng ikogan kay dako ang suporta gikan sa komunidad
"[0, 0, 0, 1]", Nagsugod ang akong pagtuon pero wala ko makahuman
"[1, 0, 0, 0]"," Naa siya'y boyfriend pero sige lang ug flirt, bilat ray puhonan jud"
"[0, 0, 1, 0]"," Wala ko kabalo unsaon pag-atiman sa akong linukot, kinahanglan ko'g advice."
"[0, 0, 0, 1]"," Ang akong amigo, wala nahilig, pero daghan pa gihapon ang na-attract kaniya"
"[0, 0, 0, 1]", Ang mga libro nga iyang ginapasabot nakit-an nako sa tinagoan sa iyang lamesa
"[0, 0, 1, 0]"," Ang binuhi, bisan paman sa iyang kahulugan, mahimong simbolo sa pagkamalipay sa usa ka lalaki"
"[1, 0, 0, 0]"," Sa tanang mga buhat, ang iyang pagmaayo kay anak ni Eba"
"[1, 0, 0, 0]"," Basta kay sa akong nabantayan, kadaghanan sa mga lalaki ander de bunal na sa ilang mga asawa"
"[0, 0, 0, 1]", Duna koy tinagoan sa akong mga sulat nga gidala sa bag-ong balay
"[1, 0, 0, 0]"," Unya, di ka pwedeng moadto sa kiosk nga basag baba kay basin mogawas ang mga chismis"
"[1, 0, 0, 0]"," Wala pa gani ko kaabot, pero nagbalhiboon og dila na daan ang mga silingan"
"[0, 0, 0, 1]", Taga-an ko ikaw og isdaa kung makakuha ko sa gatusan karong weekend.
"[0, 0, 0, 1]"," Sa dihang nagkurog ang kalibutan, kinahanglan natong armasan ang atong kaugalingon sa kahanas ug kahibalo."
"[0, 1, 0, 0]"," ikaw man diay na, long time no see but now, sinaw"
"[0, 1, 0, 0]"," Magsugod na lang ta, kay bugog mama na ni siya."
"[0, 0, 0, 1]"," Bisan unsaon, uhaw ang camel sa tanan nato pagkahuman sa klase"
"[0, 0, 0, 1]", Mas lami ang butsi kon init pa gikan sa fryer
"[0, 0, 1, 0]","Naa ra ba ko sa akong kuwarto, nag-ul-ol samtang nagtan-aw sa akong paboritong salida"
"[0, 1, 0, 0]"," Gusto lang ka magpaka-bright, pero klaro kaayo nga ang baka nisulod sa kulon"
"[0, 1, 0, 0]"," Nagpaka-bogo ka na gani, human ka gyud!"
"[0, 0, 0, 1]"," Nakakita ko og tindahan nga nagbaligya og freshly made budbod, ma-excite ko mag-order."
"[1, 0, 0, 0]"," Ang mga awasan og palad nga tawo, kasagaran, dako kaayo'g utang"
"[0, 0, 0, 1]",Nangita ko og lugar nga paabangan kay di na ko makapuyo sa akong apartment
"[0, 1, 0, 0]"," Pagtago na lang kay di ko magpa-interfere sa akong mga desisyon, ayaw pagbuot kay lain-lain ta og lubot"
"[0, 1, 0, 0]"," Nahibulong kaayo ko, pero pasok gihapon!"
"[1, 0, 0, 0]", Kasagaran sa among mga desisyon abot na sa dukot tungod sa budget
"[0, 0, 1, 0]"," Rampa lang sa gawas, kinsay musakay?"
"[0, 1, 0, 0]"," Aw, wala koy sensiyo ana, pero nagtan-aw ra ko sa imong drama"
"[1, 0, 0, 0]"," Ang akong amigo nagtawag sa akong ""ander"" nga estilo sa kinabuhi, pero kabalo siya nga mas malipay ko ana."
"[0, 1, 0, 0]"," Sa sunod na lang, kay walay utang karon, ugma ra"
"[1, 0, 0, 0]"," Nindot unta ang iyang sinina, pero bahog baynte man sad siya"
"[0, 1, 0, 0]"," Abi nimo, nganong sa tanang panahon si Juan muadto ra gihapon sa peligro? Sugo sa direktor"
"[0, 1, 0, 0]", Kadako sa bitin! Nakit-an nako ang akong igsuon nga naglangoy nga walay napanit!
"[0, 0, 0, 1]", Wala ko magdahom nga ang akong amigo kay ingon ka manggihatagon sa iyang pagpanabang
"[0, 0, 0, 1]", Ang pagbubulabod sa mga gulay sa lana naghatag ug eksaktong lasa.
"[1, 0, 0, 0]"," Sa kada higayon nga maihatag ang regalo, abot sa dalunggan ang akong ngisi"
"[0, 0, 1, 0]"," Kung ang imong binuhi maayo, nagpasabot kini ug maayo nga kinaiya"
"[0, 0, 1, 0]",Dili angay ipakita imuhang kargada sa mga tao
"[0, 1, 0, 0]", Kaduha na ko nakadungog nga mogawas ang pari nga walay ulo sa tiyanggaw!
"[1, 0, 0, 0]",Pangitaon nako ang awasan og palad aron makabalik sa akong kwarta nga nawad-an
"[1, 0, 0, 0]", Karon ra nako nasabtan nga baleroso diay ko sa mga butang nga akong giapilan
"[0, 1, 0, 0]","Sige lang, ipanabi na sa clouds kay wala na ta mahimo"
"[0, 0, 1, 0]", Magtagay sa kalipay mi sa mga panahon nga walay lain nga kalihokan
"[0, 0, 1, 0]","Sige lang, basta't ampingan ra ang imong tunga"
"[0, 1, 0, 0]"," Nah, para nimo na lang na, kung wala kay lingaw, dakpa akong utot!"
"[0, 0, 0, 1]", Nangita na lang ko ug bag-ong washing machine kay daot na kaayo ang daan
"[0, 0, 1, 0]", Igi si Gary sa talib ni Alessa
"[0, 1, 0, 0]",Klaro kaayo sa patern nga mas maayo pa ang magkalain-lain sa trabaho
"[0, 1, 0, 0]"," Kung maghisgot sila ug sekreto para bibo, pakiusap, ayaw na lang pagduol!"
"[0, 0, 0, 1]"," Sa film festival, daghan kaayong puti nga mga artista nga niapil."
"[0, 0, 1, 0]","Sama sa mga bibingka, ang mga kababaihan adunay mga tago nga kayamanan"
"[0, 0, 1, 0]"," Sige na, pobre man kaayo ko, pero ayaw na og sulti nga atala akong kinabuhi"
"[1, 0, 0, 0]",Nakaabot gyud sa dunggan ang ngisi nako sa akong graduasyon
"[0, 1, 0, 0]"," Mag chill-chill unta ta, estrikta sa personal sa imong mindset"
"[1, 0, 0, 0]","Nakadungog ka ba sa bayot nga singer, grabe kaayo iyang talent, siya gyud ang usa sa mga babayeng ikogan sa atong nasud"
"[1, 0, 0, 0]", Magdala ko sa akong anak sa bunyag sa simbahan karong Domingo
"[0, 0, 0, 1]"," Dili ka magkamali sa lab-as nga pan, sa tinuod lang, magpakaon kini sa imong cravings"
"[0, 0, 0, 1]","Nahulog ang rakas sa kaaway, ug karon kinahanglan nato nga mangita og bag-ong armas"
"[1, 0, 0, 0]"," Bisan unsaon nako, baleroso gihapon siya sa iyang desisyon"
"[0, 1, 0, 0]","Wala man koy panahon sa mga drama, kung wala kay lingaw sa kinabuhi, dakpa akong utot!"
"[0, 0, 1, 0]"," Sa beach, mag-rampa ta og mga bag-ong bikinis"
"[0, 1, 0, 0]"," Ayaw kabalaka, kay ang demalas naa sa menteryo"
"[0, 1, 0, 0]"," Murag nahatagan ka ug makeover, nadakpan na ba ang nagtupi nimo!"
"[0, 0, 1, 0]"," Sa mga bata, kinahanglan nga makakat-on sila sa mga butang bahin sa ilang pribadong parte sa maayo nga paagi"
"[0, 0, 0, 1]", Naay rakas nga nahabilin nga pwede natong himoong depensa
"[0, 1, 0, 0]"," Daghan kaayo kang gi yawyaw nga walay pulos, bugog papa"
"[0, 0, 0, 1]"," Kasagaran, ang senyora mao ang nagkuha sa responsibilidad sa pamilya sa tradisyonal nga paagi"
"[0, 0, 1, 0]", May mga pagkakataon na seryoso ang usapan tungkol sa autuas
"[1, 0, 0, 0]", Ang ilang anak sa kasal gidawat nga mao ang sunod nga lider sa barangay
"[0, 0, 1, 0]", Si Juan bisag anak sa hula kay maayo mo basketball
"[0, 1, 0, 0]"," Bisan kinsa nag-ingon ana, nadakpan na ba ang nagtupi nimo!"
"[0, 0, 1, 0]"," Ang ataka nga mga balita gikan sa opisina, lagi."
"[0, 0, 0, 1]", Dako kaayo ang discount kung magpaabang ka sa ilang mga kagamitan
"[0, 0, 0, 1]", Ang espada sa hari simbolo sa iyang gahum ug liderato
"[0, 1, 0, 0]"," Magpadayon lang ko sa akong dalan, kay ang malas naa sa menteryo, wa koy labot"
"[0, 1, 0, 0]", Nagkatawa lang ko kay nagtuo ang anak sa bugoon nga madala ra ang pagpanghugas sa mga plato
"[1, 0, 0, 0]"," If papilion nimo imo uyab sa tanan, ma ander da saya jud ka sa tibuok siyudad"
"[0, 1, 0, 0]"," Dili ko mutuo nimo nga nagbuhat ka ana, ang baka nisulod sa kulon!"
"[1, 0, 0, 0]"," Kung magpadayon pa ni, mahimong agas og palad na ko sa akong sweldo!"
"[0, 0, 0, 1]", Gusto ko nga mag-buhi ug mga isda sa aquarium
"[1, 0, 0, 0]"," Abi kay naka uniform, dapat mo-stand up gyud ko sa akong prinsipyo"
"[0, 0, 1, 0]", Ang rampa sa bukid naghatag namo og kahayag ug kalinaw
"[0, 0, 0, 1]"," Sa usa ka away, ang armas maoy importante aron mapanalipdan ang kaugalingon"
"[1, 0, 0, 0]"," Lisod sabton ang uban katong babayeng ikogan, kay murag naglibog ko sa ilang mga dagway"
"[0, 0, 1, 0]"," Nagtan-aw ko ug pelikula, unya nag-batil ra ko sa akong kwarto"
"[0, 1, 0, 0]"," Taga-bukid ko, nakalugsong ra ming tanan, ug nagdala ug nakalugsong nga sardines"
"[1, 0, 0, 0]",Ang pag-atiman sa anak sa gawas usa ka dako nga responsibilidad
"[0, 0, 0, 1]", Ang kargada sa mga kahoy mahimong gamiton para sa mga konstruksiyon
"[0, 0, 0, 1]", Ang akong wallet wala na gyud sa akong bag.
"[0, 0, 0, 1]", Gusto ko nga ang akong bag kay puti aron mas sayon mahibal-an
"[0, 1, 0, 0]"," Magpabilin ko sa akong gusto, ayaw pagbuot, lain-lain tag lubot, bro!"
"[1, 0, 0, 0]", Dako ang respeto sa anak sa kasal sa ilang pamilya
"[0, 1, 0, 0]"," Of course, Rosita's is always the best choice for dinner."
"[0, 0, 0, 1]"," Ania ang mga pabuto sa mga halin sa spring festival, puno sa mga kolor ug mga tunog"
"[0, 0, 1, 0]"," Ataka, abot na iyang deadline ug wala pa siya makahatag sa report!"
"[0, 0, 0, 1]", Ang lab-as nga mga ideya maoy nakahatag og bag-ong kahulugan sa among proyekto
"[0, 0, 0, 1]", Wala nako makit-i ang akong paborito nga libro.
"[0, 1, 0, 0]"," Ug di ka ganahan sa atong lingaw, kung wala kay lingaw, dakpa akong utot!"
"[0, 0, 1, 0]", Naa siya sa mood karon kay gusto siya magtoyi
"[1, 0, 0, 0]",Dili ko gusto nga mahibalaan sa akong mga ginikanan nga kabalo ko nga anak sa sala ko
"[0, 0, 1, 0]", Ang talib nagrepresentar sa usa ka sensitibo nga bahin sa lawas
"[0, 0, 1, 0]"," Atala, nganong karon ra ka nagpakita, naghuot na kaayo ang atong panag-uban"
"[1, 0, 0, 0]"," Si Juan nga bahog baynte kay nag-grocery, samot nalang ang mga tawo nga nag-agi"
"[0, 0, 1, 0]"," Wala nahilig ang akong silingan, apil pa ang pagtagaan og mga bayot nga inig hapon."
"[0, 1, 0, 0]"," Ayaw na og pangutana, CI ka!"
"[0, 0, 0, 1]"," Bisan unsaon nako, ang matag rakas nga akong nadawat naghatag ug kalipay sa akong kalag"
"[0, 0, 0, 1]",Nidala siya og armas sa iyang lakaw
"[0, 0, 0, 1]"," Gusto nako magka-puti nga kutis, mao nang nagagamit ko og sunscreen."
"[0, 1, 0, 0]"," Kung klaro kaayo sa patern, dapat nato ni i-consider karon mismo"
"[0, 0, 1, 0]"," Sa pagkamatay sa iyang idol, nagdugso siya tungod sa kasakit"
"[1, 0, 0, 0]",Sila nga mga berde og dugo nagtapok sa atong klase
"[0, 0, 1, 0]","Karon nga adlaw, naggikan kami sa swimming pool ug nalangak ang akong taga sa tubig"
"[0, 1, 0, 0]","Wala ko labot sa inyong mga hunahuna, ang demalas naa sa menteryo"
"[1, 0, 0, 0]",Dili siya angay maander sa iyang mga kauban
"[0, 0, 0, 1]", Wala ko kahibaw nga maoy ang resulta
"[0, 0, 1, 0]", Ayaw pagsalat sa talib kay delikado na
"[0, 1, 0, 0]"," Ang imong outfit karon, ah, vitamins sa mata sa mga tao."
"[0, 0, 1, 0]"," Sa among grupo, jokingly mi mag-ingon nga magpabuto na sila kay pareho na silang single"
"[0, 0, 0, 1]"," Sa akong opinyon, ang senyora kay usa ka hinungdanon nga parte sa kultura sa Pilipinas"
"[0, 0, 1, 0]", Importante nga maginahanglan og tulong kung naa kay problema sa imong tunga
"[1, 0, 0, 0]"," Ang pagkahimong anak sa liki nga kawayan dili ang katapusan sa iyang sugilanon, kundili usa ka sinugdanan sa iyang pakigbisog"
"[0, 1, 0, 0]"," Kadako sa bitin, giingnan ko siya nga maghubo sa pool party, pero wa siya nagdahom nga magpadayon!"
"[1, 0, 0, 0]"," Sa akong paglantaw, ang iyang bagag nawong nagpasabot lang nga gusto siya og attention"
"[0, 0, 0, 1]", Wala nay armas nga nahabilin sa laraw
"[1, 0, 0, 0]", Pagka-basa na'g papel sa iyang pangalan human sa isyu
"[0, 0, 0, 1]", Magdala ko og mga balas sa pagtuslok baki
"[0, 0, 0, 1]",Ang pamamahagi sa mga libro sa mga estudyante mahimong makapauswag sa ilang kahibalo
"[1, 0, 0, 0]"," Bagag nawong ang laki, dako kaayo ug tingog"
"[1, 0, 0, 0]", Nakadungog ko nga nagsugod na og negosyo ang usa ka berde og dugo
"[0, 0, 0, 1]", Magsugod na ta sa pag-taga kay hapit na ang panahong mahubog ang tubig.
"[0, 0, 1, 0]", Ang mga doktor nag-ingon nga importante ang pag-atiman sa imong pribadong parte
"[0, 1, 0, 0]",Naa ka napalit ug bag-ong phone? Ang baka nisulod sa kulon kay waman kay kwarta
"[0, 0, 0, 1]", Ang mga senyora sa komunidad nag-organisar og usa ka charity event
"[0, 1, 0, 0]"," Long time no see but now, sinaw bai kamusta naka?"
"[0, 0, 1, 0]",Ang lalaki nagpasabot nga ang iyang bunal maayo kaayo
"[0, 0, 0, 1]", Gusto ko magluto og tahong nga ginamos
"[0, 0, 1, 0]"," Sa amoang grupo, nagpasabot kami nga anaa sa lig-on nga relasyon ang bilatnanay"
"[0, 0, 1, 0]"," Nindot kaayo ang sabong sa atong mga petal, naghatag ug kahayag"
"[0, 0, 1, 0]", Ayaw pagduwa-duwa kay basin nga magdugso na pud siya katong nag-inom mi.
"[1, 0, 0, 0]", Ambot sa imong lubot sige ug pangutana kung niadto ba si Karen
"[0, 1, 0, 0]"," Ang masuya madeads, mag-enjoy ko sa akong journey"
"[1, 0, 0, 0]", Wala man ko nagtuo nga maayo nga istoryahon ang iyang bibingkang liki
"[0, 0, 0, 1]", Ang gobyerno nagdemandar nga armasan ang mga pulis sa mga delikadong lugar
"[0, 1, 0, 0]","Ayaw kaayo pagseryoso, estrikta sa personal ra kaayo ka"
"[0, 0, 0, 1]", Siguradoha nga walay mga butang nga makawat sa imong lamesa
"[0, 0, 1, 0]"," Atala kaayo, ni labay lang ang akong paborito nga tsokolate!"
"[0, 0, 0, 1]", Ang gobyerno nagplano og pamamahagi sa mga relief goods sa mga naapektuhan sa bagyo
"[0, 0, 1, 0]",Dili ko makasabot nganong ang anak sa hulaw kay labi pa ang kasing-kasing
"[0, 0, 1, 0]", Nagkatawa mi sa istorya niya bahin sa iyang espada sa party.
"[0, 1, 0, 0]"," Daghan kayong tawo ang nasuko sa akong desisyon, pero kung na-s ka, just follow"
"[0, 0, 0, 1]",Makahimo ka og desisyon nga magpadayon sa imong giingon? Ang pagkalalaki nagkinahanglan og kusog sa paghimo og maayo nga desisyon
"[0, 1, 0, 0]"," Lisod kaayo nang istorya, ipanabi na sa clouds"
"[0, 1, 0, 0]"," Kadako sa bitin! Hala, nagsulti si Maria nga nag-itsura si Juan nga murag bitin sa baybay"
"[0, 1, 0, 0]"," Makakita na jud kog difference, nadakpan na ba ang nagtupi nimo?"
"[0, 0, 1, 0]", Wala ko magdahom nga makakita kog bibingka sa among pag-istoryahan
"[0, 1, 0, 0]"," Maayo ra na nga leksyon alang nimo, da!"
"[1, 0, 0, 0]", Sigurado ko nga bahog gas ang iluto nimo karong gabii!
"[1, 0, 0, 0]"," Mag-ingat lang palihug sa mga istorya kung unsay buak ang pakwan, kay delikado na"
"[0, 0, 1, 0]"," Ipaubos sa kahimtang, apan ang iyang kinatawo nagsilbing gabay"
"[0, 1, 0, 0]"," Ayaw na palabi sa chocolate, kay kung magtan-aw ko nimo, tuhakon kas manok ana!"
"[0, 0, 1, 0]"," Ang mga tawo nagtan-aw sa kanya nga usa ka bayani, usa ka espadahan nga nagdala sa kultura"
"[0, 0, 1, 0]",Si Juan ang pinaka-mahusay nga espadahan sa dakbayan
"[1, 0, 0, 0]"," Ang pagkahimong anak sa liki nga kawayan dili ang katapusan sa iyang sugilanon, kundili usa ka sinugdanan sa iyang pakigbisog"
"[0, 0, 0, 1]",Bumili ako og butsi sa tindahan sa likod sa balay
"[0, 0, 1, 0]", Kinsa ba ang magpugong kanimo sa molayag sa kalipay kung ikaw ug siya ang nagkatawa ug nag-enjoy?
"[0, 1, 0, 0]"," Murag ikaw na lang usa ang nagdala sa drama diri, kung wala kay lingaw, dakpa akong utot!"
"[0, 0, 1, 0]", Nagplano sila nga mag-rampa sa mga kapehan sa syudad
"[0, 1, 0, 0]"," Pananglitan, magpaka-showtime ka, pero serious kaayo, kung wala kay lingaw, dakpa imong utot!"
"[0, 1, 0, 0]","Kadako sa bitin, nag-atubang ko sa akong amigo nga nakahubad sa iyang kwarto!"
"[0, 0, 0, 1]"," Sa daplin sa dalan, ang mga kahoy adunay ugis nga puti nga like sa manok"
"[0, 0, 1, 0]"," Dili pa ko ready sa hilawas, gusto pa ko mag-chill usa"
"[0, 1, 0, 0]"," Kasabot ka, di na lang ko musunod, ayaw pagbuot, lain-lain tag lubot!"
"[0, 0, 1, 0]"," Sa mga tawhanong panag-istoryahanay, kasagaran ang taliba giila isip simbolo sa gugma"
"[0, 0, 1, 0]"," Nagsugod na mig chatting, unya sa sunod nga step, nagparaan na mi kung kanus-a kami magpabuto"
"[0, 0, 0, 1]"," Sa mga panahon nga malipay ko, ang mga rakas sa akong mga amigo nagpadako sa akong kalipay"
"[0, 0, 0, 1]", Ang batil makatabang sa pag-andam sa malukot nga itlog
"[0, 0, 0, 1]", Ang mga linukot nga dahon sa bukid kay gamit sa among mga dekorasyon
"[1, 0, 0, 0]","Dako kaayo akong ganahan mo-adto sa lain-laing mga lugar, basta adventurer ko, aloman og tiil jud ko."
"[0, 1, 0, 0]"," Grabe, iyang mga pamahayag kay walay bilatasan, wala gyud siya'y respeto"
"[0, 0, 0, 1]","Naa koy gusto ipakaon ninyo, budbod ni siya, lami kaayo!"
"[0, 0, 1, 0]"," Ataka kaayo ang presyo sa gasolina karon, murag ni-saka na pud!"
"[0, 1, 0, 0]","Ayaw na pagpamati sa ilang mga chika, ang malas naa sa menteryo ra na"
"[0, 0, 1, 0]", Magdula na ang kampilan sa mga bull sa umaabot nga kompetisyon
"[1, 0, 0, 0]"," Kung ikaw anak sa sakramento, dako ang imong katungod sa pagpanunod"
"[0, 1, 0, 0]"," Lami ni sa akong estilo, ayaw pagbuot, lain-lain tag lubot!"
"[0, 0, 0, 1]"," Ang imong bag-ong kauban sa trabaho taga Manila, mura ug nagapanuko sa lingaw"
"[0, 0, 1, 0]"," Rampa ra ta sa park sa sunod nga adlaw, angen kapasensya sa balay!"
"[0, 1, 0, 0]"," Kanus-a pa man ka magtino, aykog labda"
"[0, 0, 1, 0]",Wala nimo gihatag ang atala nga oras sa akong mga pangandoy
"[0, 0, 0, 1]",Gihigugma ko ang akong mga rakas kay sila ang akong mga hinigugma
"[0, 1, 0, 0]"," Dili na ko magkalas og bugo, kay magpahulay na lang ko!"
"[0, 0, 0, 1]", Ang pagbubulabod sa paminta sa ubang mga pagkaon naghatag ug dugang nga lami.
"[0, 0, 0, 1]", Ang ikaduha nga tawo sa linya mao ang paboritong kandidato.
"[1, 0, 0, 0]"," Ang bibingkang liki, dili na kinahanglan isulti kanunay"
"[0, 0, 1, 0]"," Sa medikal nga konteksto, importante nga mahibal-an nato ang bahin sa latbi"
"[1, 0, 0, 0]", Nahibaw-an na sa tanan nga basa ang papel sa atong opisina
"[0, 0, 0, 1]"," Pagkabuntag, nagpagbubulabod ako og asukal sa akong kape."
"[0, 1, 0, 0]"," Karon, magplano ko, alsa og balay, unk bisa'g simple lang ang munggo basta lami"
"[1, 0, 0, 0]","Kailangan nga ako magbuot sa akong asawa, klaro kaayo nga ander de bunal ko"
"[0, 0, 1, 0]"," Dili basta-basta ang mahimong espasa, daghan ang nag-antos sa pagpakigbisog sa mga torero."
"[0, 1, 0, 0]"," Murag detective kaayo ka, CI ka?"
"[0, 0, 0, 1]", Ang bangus usa ka masustansyang isda nga puno sa omega-3 fatty acids
"[0, 0, 0, 1]"," Senyor, nganong wala man ka nagpakita sa miting?"
"[1, 0, 0, 0]", Dili ko kaya ang mga hilig sa pagkanta nga nagpasakit sa akong baba sa atay
"[0, 1, 0, 0]","Wala ko'y pakialam, imong mama dancer!"
"[0, 1, 0, 0]"," Estrikta sa personal, ang kinabuhi dili lagi ingon ana kalisod"
"[0, 0, 0, 1]", Ang bibingka makahatag og kadasig sa adlaw
"[0, 0, 1, 0]"," Unsa man, mag-rampa ta sa mall karon gabii?"
"[0, 1, 0, 0]"," Kalisod aning mga bata-a, puro na lang walay bilatasan"
"[0, 1, 0, 0]", Ang iyang sinina kay patsoy-tsoy ra walay lamoy
"[0, 1, 0, 0]"," Sige lang, wala ko'y interes, imong mama dancer!"
"[0, 0, 1, 0]"," Ayaw na pag-ingon nga maghilawas sila, basin lain ang interpretation"
"[0, 0, 1, 0]"," Kining latbi, dapat respetohon ug dili usab himoon nga kataw-anan"
"[0, 1, 0, 0]"," Di ko ganahan og pressure, ayaw pagbuot, tagsa-tagsa tag lubot"
"[1, 0, 0, 0]", Kinsa pa ba ang makapugong sa iyang bato og kasingkasing nga pamatasan?
"[0, 0, 0, 1]", Naa ba tay tahong para sa lunch karon?
"[0, 0, 1, 0]"," Gimingaw ko nimo, pero nag-pabuto ra ko karon"
"[0, 1, 0, 0]"," Kay kung lisod pukawon ang gamata, mukuyog na lang ko sa pagkatulog"
"[0, 0, 1, 0]"," Sige na, ayaw na pagduhaduha, panahon na para sa tuslok baki"
"[0, 1, 0, 0]"," Way klaro imong giingon, kitkit langaw pa diay"
"[0, 0, 1, 0]"," Mga dakong matador ang nagsulod sa arena, ang ilang mga kampilan nagpaabot sa paghatag og dako nga show"
"[0, 1, 0, 0]","Sa tinuod lang, ang iyang mga ngisi vitamins sa mata nga makapahiyom sa tanan."
"[0, 0, 0, 1]", Nagpa-igo mi sa puti nga balas sa bay
"[0, 1, 0, 0]"," Kaniadto, sa among hiking, nakalugsong mi ug nag-uban pa ang nakalugsong nga canned sardines"
"[0, 0, 0, 1]"," Sa merkado, makakita ka og daghang klase sa bangus, apil na ang pritong bangus ug sinigang nga bangus"
"[0, 1, 0, 0]"," Ayaw na paghikap sa akoa, sekreto para bibo ra ako!"
"[0, 1, 0, 0]"," Iyang gi-ingon nga wala siya mag-inom, pero ang baka nisulod sa kulon"
"[0, 0, 1, 0]"," Sa bawat labang tan-aw, nagakalipay ang mga fans nga makita ang ilang paboritong espadahan"
"[1, 0, 0, 0]",Murag bagag nawong sad ang mga tao nga wala magpakita og respeto
"[0, 0, 0, 1]"," Mao nay tukib sa bag-ong lider, ang ikaduha sa mga kandidato."
"[0, 1, 0, 0]"," Puhon, makasabot ra ka nga wala koy ikasukli ana, frustrated na kaayo ko."
"[1, 0, 0, 0]",Dapat dili ka magpadala sa imong mga amigo kay basa ang papel nimo sa school
"[0, 0, 0, 1]", Karon lang ko nakabantay nga wala na akong sapatos!
